Date,^DJI,AMZN,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WMT,DIS
2014-08-12 00:00:00-04:00,-0.0005699522156106,0.0031051236235898,0.0014934844538856,-0.0030825596523329,-0.0002081720037634,-0.0027356524766612,-0.0016278409743836,-0.0031760306279197,-0.0048665002468095,-0.0007539108474052,0.0004823393225238,-0.0026871273218713,-0.0006934004339094,0.0033256140638633,-0.0052529120975127,0.0027755996818017,0.000532414816495,0.0003205752825414,0.0021313294981632,0.0065092000578024,0.007380163741325,-0.0042914129877992,-0.0007370890277939,0.0047316953024568,0.0043727138544106,-0.0394029319119956,0.003486752668617,-0.0013307178048718,-0.0018843026400171,-0.0033198609673745
2014-08-13 00:00:00-04:00,0.0054956650975098,0.0215621479959063,0.0036680082032196,0.0080422569568862,0.0131463825871862,0.0124564083846657,0.0079243436984549,0.0019865373392035,0.0040047313241224,0.0002319340063661,0.0024091390153403,0.0145316095131739,0.0032506964713335,0.0288581772805327,0.0109701898635407,0.0065311782251644,0.0065448446457088,0.0042665115055778,0.0065090309514329,0.0142757614797203,0.0127857607649321,0.0067540151389922,0.000737089027794,0.0019740372335834,0.0159520633230137,0.0013260867861079,0.001636718137292,0.007262416178102,-0.0025633111495292,0.0044620306640233
2014-08-14 00:00:00-04:00,0.0037032016950308,0.0210170382777146,-0.0014881135849724,0.03487983190157,0.0026705133488003,0.0173111287537379,0.0047431164987245,-0.0265396101551082,-0.0050280614677248,0.0020868102966475,0.0088635033046334,0.0012721384860989,-0.0003726625581092,-0.0047034490156201,0.0027480096943006,0.0059915888248422,0.004573177352762,-0.003198175873471,0.0038013103669831,0.0159483688272472,0.0043007594561083,0.000647249749253,0.0057514172095693,0.0103548762402988,0.0037965228474476,0.0129786004356837,0.00163391551163,0.0051421913936162,0.0048513477037331,0.01146395684125
2014-08-15 00:00:00-04:00,-0.003036266572428,0.0012596671957254,-0.0077070536232613,0.0071037811077044,0.0049109135757492,-0.0076838144818325,0.0007567130967519,-0.0044925456589756,0.001666616932305,-0.0048174836807226,-0.0020292207064766,-0.0016964401313701,-0.0026646589432371,0.0067542764574454,-0.0083664294291561,0.0172713318667898,-0.0040444276162587,0.0013870900056381,-0.0029552449801457,-0.0028965815496238,0.0116780435351725,-0.0022015865743305,-0.0020765755472855,-0.00097615572072,-0.0042866951963592,0.0022401025840015,-0.0040898697008903,-0.0110241361504043,-0.0066092047984682,0.0075326807670262
2014-08-18 00:00:00-04:00,0.0104968973501992,0.0026939717914522,0.0064456259816151,0.0031574550744033,0.0119712345801319,0.0146691318620263,0.0116590801452576,0.0081527918103524,0.0015850984870078,0.0152986761467167,-0.0011957548509122,0.010871206654079,0.0105114540354866,0.0069990874098653,0.0150095376506432,0.0114312098432167,0.0084223689595805,0.0048929425902423,0.0153828302016181,-0.0032468024474131,0.0071193020515915,0.0182429459638096,0.0080382263303718,0.0092911643820903,0.0106218149655392,0.0138878729213869,-0.0004103204134825,0.0194586005539046,0.0079520874064708,0.0076988076982052
2014-08-19 00:00:00-04:00,0.0047899148901897,0.0017919956307108,0.0109538964101897,-0.0015022312979579,0.0137213249954906,0.0047894136080367,0.0029863587058313,0.0004063975801685,0.0104752069906963,-0.0033858604915628,0.0540228581172783,-0.0009498357202936,0.003742626524868,-0.002036290454555,0.0025290824641903,-0.0021787917852294,0.0057497319750131,0.0021193887892363,0.0009016134913916,0.0083523145791919,0.0110914989616434,-0.0005093075243701,0.0030278509056114,-0.000860539492613,0.0136305859634745,0.010609196626385,-0.0016410976442856,0.0031677085466631,0.0052221801421465,0.0013329782060201
2014-08-20 00:00:00-04:00,0.0035128804639016,0.0019376264306455,0.0041899980039374,-0.0025593392261369,0.0003975066136642,0.013996255303855,0.0037208684019997,0.0028368954307178,-0.0010976576243119,0.000402685254483,0.0281617442011619,0.0110244816421291,0.0001574465694375,0.0046484244663853,0.0024252247200592,-0.0002424095059265,0.0013889416463897,-0.0027565760136229,0.0083682637093922,0.0096292236430337,-0.0084185002218367,0.0050819803796632,0.0014500401876737,0.0021504251875482,-0.0004794050569728,0.0077933617493608,0.0024609270341882,0.0055658233513388,0.0010678897807611,-0.0027789606066525
2014-08-21 00:00:00-04:00,0.0035486116955766,-0.0085839630705374,0.0073184036976975,-0.0011311436001185,9.984262421331226e-05,0.0011770923312169,0.0025037266590561,0.0072578927108157,0.0034453189954348,0.0064147741991587,0.0043977509220508,0.0017737777245078,0.0059268166286157,0.0186653149572643,0.0094502602270471,0.0038707587833914,0.0148100227096959,0.0036031382182042,-0.000691878538448,-0.0106481875966727,0.005988373974064,0.0003800148950627,0.0056597324219685,0.0088743277022487,0.0040671583879699,0.0057606308294275,0.0010240673412286,-0.0020837163524819,0.0078401674276452,0.0059925842506363
2014-08-22 00:00:00-04:00,-0.0022484575861587,-0.0039729162254773,-0.0029208182089697,0.0021858403350321,0.0073302487233949,-0.0003137787831656,-0.0061316653916448,-0.0096892964169366,-0.0064302308753522,0.0018249886992041,-0.0013174437163707,-0.0039690748137878,-0.004297258701987,-0.0059923818677291,-0.0037758689041594,-0.0070274414309632,-0.0001709182256792,-0.0008465622045812,-0.0025639268623451,0.0054225156789849,-0.0015486008081065,0.0044241959866802,0.0013198928398625,-0.0020246354850034,0.0001193597670835,0.0708459949487275,-0.004717377647647,0.0015747625942762,0.0023795809461274,0.0012165093635791
2014-08-25 00:00:00-04:00,0.004439718429425,0.0073016062591014,0.0079566141809943,0.0147231646087356,0.0021693915251713,0.0068024838752393,0.0061316653916448,0.0020268968971882,0.0057263935237685,0.0135846680525869,0.00186596345499,0.0026129517223685,0.0039309251136813,-0.003727405969916,0.0012602721099064,0.0070274414309632,0.0144274654195405,-0.0001057004438884,0.0039472055742805,0.0094200374992866,0.0004426880536217,0.0090395423114505,0.0017967810039818,0.0057434448879151,0.0054753108056623,-0.0095774766697566,0.0104301334675847,-0.0003239663753208,-0.0005282347794317,-0.0012165093635791
2014-08-26 00:00:00-04:00,0.0017452879923672,0.023112613959559,-0.0049231617875099,0.018231773630329,-0.0064222983116207,0.0021019554086779,0.0008332770133576,0.0044432294099327,0.0032021956181821,0.0001691621732447,0.0047041768462603,-0.0031360548219887,0.0095276167355782,-0.0002875100210647,0.0020324601737651,0.0045783630533786,0.0067183686191084,-0.0035002845943068,-0.0006914001734873,0.0078379075565467,-0.0035489827367489,-0.0066463326476689,-0.0019167379337601,-0.0009547154841619,0.0103920253818486,0.0068983196401534,0.0020327189634619,0.0032813903680651,-0.0022487873101587,-0.0039911252736426
2014-08-27 00:00:00-04:00,0.0008946027092691,0.0039416158041359,0.0010088782830765,0.0040712069639539,0.0122156167817659,-0.0031155808835172,0.0045244460154724,-0.0004034020009222,0.0030360970001814,0.0025904505518819,0.0026154094747408,0.0006277113814025,-0.0038417492615744,-0.0002873050008998,-0.0021293700892214,0.0,-0.0025140067783974,0.0057216232318844,-0.0045747749704157,0.0013282160572204,-0.0031147827803839,0.0030151983626417,-0.0008397978528663,0.0059273606192082,0.0146942494066755,-0.0010064971993673,0.0036480312149319,0.0018439960004519,0.0043603308799343,0.0038804600949107
2014-08-28 00:00:00-04:00,-0.0024817259793247,-0.0092507068794462,-0.0024683543750182,0.0062202889620308,0.001174473316509,-0.0085386134524044,0.00092079392604,0.0020143349231472,0.0008549609413203,-0.0009005046808042,0.0069423803503351,-0.0028290936089761,-0.0013008697695505,-0.0040322612030421,-0.0026192530008273,0.0007210003834842,-0.0072421144937932,0.0031912424848168,0.0002778502989441,-0.0046559977403502,0.0002227001971328,-0.0083387964828762,-0.003366627633338,-0.0044424266870637,-0.0004629421962781,-0.0218894135355964,-0.0004047084740644,-0.0117204948950796,0.0006587885699376,-0.0015503219895419
2014-08-29 00:00:00-04:00,0.001104739737936,-0.0028863323813458,0.0059357190094957,0.0049626475039448,0.0024418677175184,-0.0024417565775736,0.0038581391492124,0.0056177073809936,0.0054221165081807,0.008184791590942,0.0106445667886801,-0.0007347694848815,0.0015609939196708,0.0077619496836585,0.0075476102263063,0.0021597617056751,0.0048897044173049,-0.004471098867111,0.0001388079104723,0.0018316862916633,0.0121805019305174,-0.0034311545101625,0.0009632334380956,0.003914559091847,0.0039303475625757,0.0136311466803878,0.0082638989677261,-0.0097399676414133,-0.0052839827509337,-0.0038863994767329
2014-09-02 00:00:00-04:00,-0.0018081526348877,0.0098031263237844,0.0018969190204927,-0.0102402876302764,0.0077746953244065,-0.0104646549528794,-0.0013761855849684,-0.0044111560213701,-0.0148645957630348,0.0036783261678929,-0.0204155315837477,0.0028314777428124,-0.00385517590503,-0.0100736165205172,-0.0035730506802028,-0.0019199423206237,0.0036939833001295,-0.0098649899531528,0.0015267627753428,-0.0053376715781877,-0.0075123535699098,0.0092502317290691,-0.0015655809527556,-0.0020083608034188,-0.0033512403090996,0.012779707737519,-0.0010043407935149,0.0103455914993645,0.0033057597060223,0.0101839317837534
2014-09-03 00:00:00-04:00,0.0006278217435052,-0.0099210486495654,0.0046704793494269,0.0044841326446492,-0.0431238410998066,0.00365923215263,-0.0042322613421933,0.0064103996194893,0.0025058073118959,-0.0009461516235268,-0.0238702886327761,-0.0004189080487348,0.0020336514129944,0.0,0.0038628034372703,0.0033569036525521,0.0005026157706957,0.0036569434872403,-0.002777346982284,0.0114742424683796,-0.0028872403627117,-0.0058190772189064,-0.0009643159326021,-0.0005291069564234,0.0046190833537236,-0.0137956427946978,0.0022079931635842,0.0007913170531187,0.0034265288215812,0.0015405050797231
